,genre,lyrics,PAV,SSV,MSV
0,jazz,"with all my heart i love you baby   stay with me and you will see 
 and i know i don't know where i know 
 you won't 
 i just can't take the things you do 
 i'm gonna be glad when i'm with you 
 i feel the way i love you 
 my love is leavin' 
 my heart is beating 
 and i'm the one who must be 
 i know your love baby 
 but i didn't know what to do 
 he knows i have someone i love 
 you know how much i love you 
 and i love you 
 that's why i'm yours 
 i love",0.33635277923732837,0.9757020077874821,0.43200403392765485
1,jazz,"good things will come your way   youll find a brighter day   all that i can do 
 i know that i could be with you 
 i know why i love you 
 i love you so 
 i love you baby 
 i want you to know 
 this is you 
 i want you to know 
 i want to know what love feels 
 i need to be loved 
 i want to love you 
 i want to be loved 
 and i love you 
 i want to tell you i love you 
 i want your love baby 
 i live your love 
 i want to love",0.5231146090277717,0.9877551056327463,0.4863150638025937
2,jazz,"your love like wine tasting sweeter to me every day   your kiss devine and it 
 and when you wake up the world 
 i know you don't know where 
 i know i know that i was lying 
 and i knew you know that i would 
 i was in the rain ! 
 my love is alive 
 you were mine 
 and i don't want to have him 
 and a mouth of you 
 the shore was kissed 
 and all i know 
 i really could be 
 i love him 
 i do 
 i want to touch you 
 i love you 
 i'll be alright 
",0.30538746590735344,1.0,0.44388223527769355
3,jazz,"everyday we go through   i do something that will please you baby   and i 
 oh i can say 
 i see the party lights 
 shining in the night 
 really 
 i'm the memory of the night 
 fate through the night 
 and the stars shine in the night 
 and the angels your lips meet 
 
 when the stars were strung 
 the dearest of the universe 
 when our leaders the other apple 
 the chestnut trees of life 
 oh the whole world in the dark 
 and we are your eyes and see 
 the sound of the universe 
 when the dog bites you 
",0.2927147406856961,1.0,0.44358979325585735
4,jazz,"*miles davis hums to the tune   *olu dara plays the trumpet   *nas comes in 
 when i finally be like the velvet moon 
 and i know just where i know 
 why don't you say what you done 
 i know how i got 
 when i pulled 
 i want you to know 
 i need you 
 to be the one to hold you 
 i love you 
 i love you 
 i want to be 
 i want to be 
 i want to touch my life 
 i want to love 
 
 we will be the 22nd century 
 i was awakened 
 i was born to",0.4432340579768075,1.0,0.46081600367510217
5,jazz,"my heart is sad and lonely   for you i yearn for you dear only   that you can love me 
 you got me trippin' i know the limits you do 
 and i am just a little bit 
 just only you like me 
 but i can't go on 
 don't you know what love is 
 love is pure 
 love is ended 
 love is a fate resigned 
 you can do it 
 that you should care for me 
 but when i go to church 
 take a little bit of sheep 
 i've been saving to the junkman 
 but i'm gonna wish upon a long way 
",0.31747865937998787,1.0,0.4388639170180013
6,jazz,"ill only miss him when i think of him   and ill think of him all 
 i used to be a dream i'd wave 
 and i won't have to be happy 
 but i know my heart beat 
 but i don't care 
 i don't need no sympathy 
 i don't know why i can't stand the way 
 i got the st louis blues 
 you know i can't go to shows 
 i can't sleep i love you 
 i need to know what time i do 
 i love you 
 i want to love you 
 i want to be loved 
 i wanna be with you 
 i",0.42432276340405906,0.9695644582947868,0.462557500190767
7,jazz,"i who never had much i now have a treasure   a love too great to me 
 i'm all for you body and soul 
 i'm gonna be loving you 
 sho' me so close to you 
 but my heart belongs to daddy 
 and it never seem to know 
 and i know that i was wrong 
 i know 
 i was in the jailhouse 
 but if i were a bell 
 i said a river 
 i cried a river over you 
 my darling my darling 
 i cried a river over you 
 i cried a river to hold you 
 i cried a river over you 
",0.3902584686287145,1.0,0.4545139754927917
8,jazz,"you must take the a train   to go to sugar hill way up in harlem 
 while i find a few on the shelf 
 the buzzard in the air 
 the way we danced 
 the polished of the evening 
 the grin of the night 
 the setting is love 
 the polished seeking 
 the shadow of the road 
 the record of rainsoaked 
 and the rain will bring 
 and the love that would be 
 when the waves rushin' 
 and the wind hums 
 and the world is a pebble 
 a glittering string distant 
 the sun goes down 
 the polished hill 
 the milky you",0.33582473838569543,0.9749949537666585,0.40818899045204776
9,jazz,"when you see a field where grass is blue   and everything looks good to you 
 i know that you love me like i love you 
 and i just have to know you 
 i know you were there 
 i would swear i was falling 
 i knew i knew i knew it was you 
 i know that i was wrong 
 and i knew 
 i was in a kind of luxury 
 and i have a love to a tiger 
 just one of those things 
 and i don't want to be 
 i can see you 
 i wanna be loved 
 i wanna be with you 
",0.39720352963003486,1.0,0.4834147227100285
