,genre,lyrics,PAV,SSV,MSV
0,soul,"should you stay should you go   hmm youre beginning to see   i blow hot 
 ah ohh 
 who was a rolling stone 
 and he says his food's 
 he had his own 
 he's misstra knowitall 
 he met his mind 
 he can't run his life 
 he can't run his life 
 
 he can't run his life 
 ah he can't 
 he can't run his life 
 
 he can't run his life 
 he can't run his life 
 
 he can't run his life 
 he can't run his life 
 
 ah he can't 
 he can't run his life 
 he can't run his",0.4775206635720327,1.0,0.4906173930889125
1,soul,"i am in love with a beautiful girl   i am in love with a beautiful heartbreak 
 i know i'm livin' for another 
 
 
 ooh ooh ooh ooh ooh 
 ooh 
 i said i didn't believe 
 i wonder who she's seeing now 
 i wonder who she's seeing now 
 i wonder who she's seeing now 
 i wonder if i said i wonder about you 
 i wonder who she's seeing now 
 i wonder who she's seeing 
 i wonder who she's seeing now 
 i wonder who's a greedy man 
 i got to be a man 
 i ain't got a friend you’ve got to be a",0.6271963083139493,1.0,0.49376873007165156
2,soul,"no no no   no no no   my world has fell apart ‘cause you don’t want to cry 
 i want to be with you 
 i wanna be with you 
 i wanna be i wanna be i wanna be 
 i wanna be with you 
 i wanna be with you 
 i wanna be with you hey 
 yeah i wanna be with you 
 i wanna be i wanna be i wanna be 
 i wanna be with you 
 i wanna be with you i wanna be with you 
 i wanna be i wanna be i wanna be 
 i wanna be i wanna be 
 i wanna be",0.7931196029303786,0.9957287888067066,0.5135064145346171
3,soul,"some boys just got the look of a greek adonis   an some boys just try to lay it up 
 
 and i don't see that i don't know 
 
 how can i tell the world about you 
 tell me why 
 i don't know i don't know 
 if i don't know 
 i don't wanna lose you 
 i don't wanna lose you anymore 
 i don't want to lose you 
 i don't wanna lose you anymore 
 i don't wanna lose you 
 i don't wanna be here anymore 
 i don't want to be 
 i don't wanna be with you 
 i don't need to be with",0.6233608507667893,1.0,0.5081786372940208
4,soul,"sitting here thinking about the times ive roamed   different girls that i have known   
 i don't know what i love 
 
 love is the place 
 that i can do this 
 i can feel the heat that i can do 
 i can do it all the time 
 i can love you 
 i can do it for you 
 and it's lonely for you 
 
 i don't want to be 
 i don't wanna be here 
 i don't want you anymore 
 i don't want to be with you 
 i don't want to be with you 
 it's time to be 
 
 i don't want",0.5328204047655883,1.0,0.5015060217155851
5,soul,"ah he can buy her diamonds he can buy her pearls   he can send her 
 for the bible tells me is a man 
 he's in the wilderness and the bombs 
 the man was in the fiery 
 and when the man was a wreck 
 he was raised down to the river 
 in the valley of the sun 
 and the people say 
 that is the same 
 so don't hesitate 
 it's the price 
 
 love is the only game 
 baby it's the love 
 love is the one 
 love is the one 
 love the one 
 love the one 
 love the one 
",0.49875172404727214,1.0,0.4717115673131241
6,soul,"alone tonight   begin tonight   till its all right   damn lover friend of mine 
 i want you to know 
 and i want you to know 
 i want you to know 
 i want you to know 
 i want you to know 
 i want you to know 
 i want to know what i want to do 
 i wanna know 
 i wanna know 
 i wanna know 
 what you want to do 
 i wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna",0.7352156769520329,0.9939174856545463,0.5008724136660364
7,soul,"magdalena sits in her chair speaking of the mass   she talks in slicing splinters she didn't do 
 sawyer: but you know i need a little bit of joy 
 
 i need you to feel the first time i want you to know 
 i want you to know 
 i want to be loved i want to be 
 oh what i want to do 
 
 i said i want to be starting something 
 i wanna be with you 
 i wanna be with you 
 i wanna be i wanna be i wanna be 
 i wanna be with you 
 i wanna be with you i wanna be with",0.6568433733743633,1.0,0.5270437451913572
8,soul,"im a love man   call me a love man   ooh baby im a love song 
 and now he makes you 
 he'll get a man 
 
 
 'cause i know that i need you 
 i need you 
 i need you 
 i need you 
 
 i need you i need you 
 i need you 
 
 i need you to walk away 
 i want you to know 
 i wanna be with you 
 i wanna be i wanna be i wanna be i wanna be 
 i wanna be with you i wanna be with you i wanna be with you i wanna be with you",0.6558888747429809,1.0,0.5158935565906473
9,soul,"heehee !   ooh !   gon girl !   aaow !   hee !   on 
 
 if they tell them how to get it 
 you don't know what to do 
 you don't know what i'm gonna do 
 you don't have to worry about me 
 but i can feel the way i feel 
 and you know i understand 
 i feel like i feel like i'm going to 
 i feel the heat is on 
 i want to be with you 
 
 i want to be with you 
 i want to be with you 
 i want to be with you 
 i want to be",0.5513779712479586,1.0,0.5112809240022077
10,soul,"born to open for   mankind natures door   a life known by a few   
 so many times that you can see 
 it seems like you do we can say 
 it will be forever 
 
 i want to be with you 
 i want to be with you 
 i just want to be with you 
 i wanna be with you 
 i wanna be with you 
 i wanna be i wanna be i wanna be 
 i wanna be with you i want to know 
 i want to know 
 i want to know 
 i want to know 
 i want to know 
 i want",0.7279575017851819,1.0,0.5170637834537548
11,soul,"oh when the saints go marching in 2x   i want to be in that number 
 
 a little space is in the wind 
 
 i know that love is a fool 
 and the feelings of the human race 
 and when the sun refuses 
 and the people are paying 
 it's a family of ecstasy 
 and we can hear the test 
 so let's stay together 
 we can work it out 
 we can work it out get it right 
 do it 'til we get it 
 never stop luther take it to the top 
 do it 'til we get it 
 never stop luther take it",0.3388553840424952,1.0,0.47833873151292167
12,soul,"belle   the lord and ive been friends for a mighty long time   ooh hoo 
 
 yes jesus loves me 
 every night 
 it's the same old things 
 and that's what i feel is real 
 and the only one can bring me home 
 
 
 i know it's not enough to go 
 
 i don't have to be here 
 i don't know what to do 
 i don't wanna lose you 
 i don't wanna do wrong i don't wanna be here before 
 i don't wanna be in your way 
 i don't wanna be with you 
 i don't wanna be with you 
 i don't",0.4607153562425772,1.0,0.4911291973018157
13,soul,"we come in peace   were coming in peace   we come in love   alien 
 oh i know that i can feel the power 
 and i can tell by the way you shake your hands 
 and you know when you're hurting 
 and you can feel it 
 and i know that i can see 
 the way you make me feel 
 with a heart 
 so many roads 
 and i hear a song 
 and i can't live without you 
 but i know i'm taking it 
 i got to have a problem 
 i need a few temptations 
 i want to run to you 
 i",0.30855199079597856,0.9682618709852661,0.42967105974509245
14,soul,"aint nobody   no   going to turn me around no more   no   aint 
 
 oh ain't no good till you give it away 
 i don't wanna lose you 
 i don't wanna lose you 
 i don't wanna lose you 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i don't wanna do it 
 i'm gonna work out",0.8806250246194349,1.0,0.530808282378571
15,soul,"aiaiaiai   ohohohoh   siaiaiai   ohohohoh   south of the border   down mexico way 
 no one's going to tell you 
 
 just like a sailboat sailin on' sailin' 
 i said all the things i want to be 
 i want to be with you 
 i wanna feel your mind 
 i wanna groove with you 
 groove with you 
 i wanna groove with you baby 
 i wanna do it to you 
 i wanna do it to ya do it good 
 i wanna do it good 
 i wanna do it good 
 i wanna do it good 
 i get so emotional baby 
 i get",0.5814943226629042,1.0,0.5096709977659896
