,genre,lyrics,PAV,SSV,MSV
0,rap,"visualizing the realism of life and actuality   visualizing the realism of life and actuality   
 
 i got the on a 
 i ain't you that 
 i need wanna the 
 i got you in 
 i got the 
 i dedicate i love to 
 i dedicate i love 
 i dedicate i know 
 i dedicate trappin' i know 
 i dedicate trappin' 
 i dedicate i know 
 i dedicate i know 
 i dedicate i know 
 i know you i know 
 i dedicate trappin' trappin' 
 i dedicate trappin' love 
 i got my 
 i don't love i got 
 i dedicate i know 
 i",0.6133049917431646,1.0,0.4844416650324316
1,rap,"+ lyfe   knew i said i would roll witchu   put my lifestyle on hold 
 
 i don't you i want i was 
 i dedicate i know i know 
 i try i know i know 
 i know i know i know i know i know i know i know i know 
 i know i know i know 
 i know trappin' i know i know 
 i dedicate i know i know i know i know i know 
 i know i know i know i know i know i know 
 my life is i was it 
 i told love it i got know 
 
 i got",0.6606573304128636,1.0,0.5215407876157424
2,rap,"baby did you hear that   yeah baby i heard it too   look out 
 i travel you all in to you i ain't the 
 i don't the the to i said to 
 then i'm the in i hope just 
 i just my i got i dedicate a 
 i got i know i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know 
 if i go your i would i would 
 i can't it i got i got 
 i know i know i know i know i know i know",0.524684002306712,0.9814462683189877,0.49166520773683464
3,rap,"sugar come by and get me high   sugar come by and get me high   
 
 so how you i can't it the the 
 the the the the i don't the you 
 i know it a i ain't a 
 i don't a i need that 
 i ain't niggas i want 
 i dedicate i know i know 
 i dedicate i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i guess i know",0.6755893059707293,1.0,0.5320516508381361
4,rap,"tony dead and his brother too   streets talkin every week the coppers comin through   
 
 i don't got that i don't it's the with 
 i just wanna it 
 i just a you 
 i got to my 
 i want the 
 i want i dedicate i know 
 i dedicate i know i know i know 
 i know i know i know i know 
 i know i know i know i know i know i know 
 but i never i was 
 i know i know 
 i love i love i know i know i know 
 i know i know i know i know i",0.6099930827042873,1.0,0.505378826111754
5,rap,"buddah bless this beat   thats a fool nah   yeah trap shit   no no 
 you i ain't your is the of and 
 i'm your to the i ain't to 
 i got you i want i gotta it i need 
 i wanna i know 
 i dedicate love i need a 
 i dedicate trappin' i need 
 i dedicate i know i know 
 i dedicate trappin' i know 
 no i'm not 
 i don't 
 i want do 
 i dedicate 
 i dedicate i dedicate 
 i dedicate i know i know 
 i know trappin' i know i know 
 i know i know 
 but",0.5075178489124583,0.9867593621898689,0.47103798563695953
6,rap,"get on with life as a illustrator   im an unique kinda person   i like 
 so you the just me your on 
 you the do the the the 
 if you ain't to 
 i can't a i'm not to 
 tell you i got that 
 i need the i be you 
 i do i got trappin' i got 
 i dedicate i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know",0.537068238732695,0.9705190155142335,0.4908261405090878
7,rap,"through hell you know im fighting   through the yell yell you know im fighting   
 i got my you to nigga i ain't the 
 i got up with i ain't to 
 i don't i need i got 
 i dedicate i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know i know 
 i had i know i know i know i know i know 
 my bitch i ain't a i got 
 and i had i know i know i know 
 
 i'm a 
 i know the i do wanna",0.5647612569826369,1.0,0.5188824914600101
8,rap,"from front to back street listen we on a mission   to get right workin street 
 
 i was the the i gotta my 
 i got that i got i dedicate 
 i know i know i know i know i know 
 i know i know i know i know i know 
 
 i got i know i know i know 
 i know i know i know i know i'm not 
 i ain't trappin' i ain't i know i know i know 
 i was i know i know i know i know i know i know 
 i know i know 
 i dedicate i know i know i",0.6565930887604461,1.0,0.5301160864114102
9,rap,"come on come on   take it back take it back   70s style style   
 
 i got a a i got you that 
 i ain't to i got it i know it 
 
 this the to no and 
 when that brighter the that 
 and the know the 
 
 i can't the i want in i can't it 
 
 i don't i dedicate lyin' i was 
 i dedicate trappin' trappin' i do in i ain't 
 i just i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know i",0.567381633339408,1.0,0.5463451031895143
10,rap,"fat dub sack ! remix of method man for ya one time yeah     met 
 we no a the 
 i was the and the 
 you make the you 
 i know them 
 we got 
 
 i just you to 
 i love i know 
 i wanna i dedicate 
 i dedicate i know dedicate 
 i dedicate 
 i dedicate i know i know 
 i dedicate i know 
 i dedicate i know i know i know i know 
 and i know 
 but i ain't i ain't 
 
 i know you i know a you the 
 and i know i know i know i",0.544606405714987,1.0,0.5018921603350125
11,rap,"man yall play too much   now now percival dont fret   were here to help 
 i got you i got on 
 i can the you to i don't you 
 i got the i was 
 i know i know i know i know 
 i know i know i know i know i know i know 
 but i ain't i know i wouldn't i love 
 but i know i got i know i know 
 i know i know i know i know i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i",0.6412099986110228,0.9837883048139539,0.5213332313928517
12,rap,"dirty soda spike lee   white girl ice t   fully loaded ap yeah     
 
 i wanna you that you 
 i don't wanna with 
 i don't it the 
 i ain't you that 
 i need you 
 i dedicate my 
 i dedicate i dedicate 
 i dedicate i know 
 i dedicate trappin' i know 
 i dedicate trappin' 
 i dedicate dedicate 
 i dedicate trappin' 
 i dedicate 
 the 
 
 i feel the in i know never 
 i got i need love i got 
 i got i know i know i know i know i know 
 i know i know i know",0.6057449276449872,1.0,0.5102483998803519
13,rap,"hehe yeah   you know im posted in the booth with the booth with ronny j 
 but it i ain't me the 
 
 i got i know i got 
 if i was you you i got 
 just to i need it 
 but i'm about in more 
 and i'm so 
 and i wanna it you 
 when a a 
 
 i got the the make 
 i know the and 
 i just her 
 i don't need 
 i dedicate dedicate 
 i dedicate i dedicate 
 i dedicate ohohohoh 
 ohohohoh 
 ohohohoh 
 ohohohoh 
 ohohohoh 
 ohohohoh 
 he did me 
 he did he",0.5722722626862949,1.0,0.49459573479601726
14,rap,"i dont wanna rush   but i already rushed it so fuck it   i know 
 i got it in bitch i could up for 
 you you for me i don't i won't a 
 i could the the i'm a and i got 
 but i ain't the i drink have you 
 i feel have i gotta 
 
 i would i got lyin' i got 
 i dedicate i know i know i know i know i know 
 i know i know i know i know i know 
 you i know i know i was 
 but i know i'm gonna 
 
 i ain't a i got 
",0.5009471890227497,1.0,0.5105638404692247
15,rap,"did you realize   that you were a champion in their eyes      yes me to that with  
 
 i don't my on my 
 i ain't to on my 
 i wanna a 
 i love be 
 i dedicate a to 
 i love she i got 
 i want dedicate 
 but i love never it 
 but i would sayin 
 
 i think i know i know 
 my on 
 i got 
 i dedicate i know i know i know 
 i know trappin' i know i know i know i know 
 i know i know i know i know i know i know",0.4381519931631239,1.0,0.4896058785320004
16,rap,"brendas got a baby     i hear brendas got a baby but brendas barely got and i don't the to 
 you i was the i had 
 i love i got i should i know 
 i know i know i know 
 i love i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know i know 
 i know i",0.7939316479873455,0.9925613692336587,0.5365829688910081
17,rap,"mic checka   yes yall and i am   the grand imperial wizard dmc   and 
 
 
 i got my a it's 
 i just my the 
 i got really 
 i got a i love 
 i dedicate i need i know 
 this i get i know i know 
 i gotta trappin' i know 
 i dedicate i know i know i know i know 
 i know i know i know i know i know 
 i know i know i know i know 
 i dedicate i know i know 
 and i try i know 
 
 i don't i know 
 sometimes i don't perkies 
",0.6218797777745216,1.0,0.5185741048420296
18,rap,"yeah buck ! buck !  come on yall its goin down   shouts out to ! 
 
 and i remember you you you 
 i got a i ain't it 
 i wanna i can i know i know i know i know i know i know 
 i know know i know i know i know 
 i know i know i know i know i know 
 no swear i won't got 
 
 i ain't i know i know i know i know 
 i know i know i know i know i know 
 lay me lay i am it on 
 just to you 
 
 i can't a",0.5248521576775689,1.0,0.507372262329773
19,rap,"wballs its your main man dj ez dick   about to unleash another one of those you i used a 
 i don't a my that i got a 
 'cause i'm a the you my 
 you money the like 
 i got the you 
 
 i got some the 
 i ain't her 
 i don't my i got 
 i dedicate i dedicate 
 i dedicate i know 
 but i don't i can't 
 but i was i need it i need 
 i know i know i know 
 
 i dedicate i know i know i know 
 i dedicate i know i know i know 
 i know",0.5183028038727129,1.0,0.5068279682191486
20,rap,"someday im gonna be walkin down the streets   mindin my own business and bam ! 
 
 i don't you i want to 
 i got a i got i know 
 i dedicate i know i know i know 
 i know i know i know i know i know i know 
 i know i know i know i know i know 
 lay on lay close i can up 
 stay like i run to the it to 
 i was in my in the i got a 
 you i got you up the me i don't 
 i be my with would i know know 
 i keep no i",0.4968154751917135,1.0,0.5031145611667324
21,rap,"i am phenomenal   with every ounce of my blood   with every breath in my 
 i got that to to ain't my 
 i know a a on 
 i don't her the you 
 i got at lose 
 i love it 
 i need it i love 
 i dedicate i lay 
 you i know 
 i dedicate 
 i dedicate i know 
 i dedicate 
 they i know 
 i know i know i know 
 i dedicate i know i know i know i know i know 
 i know i know i know i know 
 i don't i know i know i know i know 
",0.5498037717267821,1.0,0.47550624332090924
22,rap,"imma do my thing let me tell you right now   cause i dont know any 
 and the to in you a 
 
 
 i just my down i ain't they with 
 i don't on i need it down 
 niggas want me me i ain't you 
 i could it out the that 
 i know a to my 
 i just the in 
 i got to 
 i got wanna i want 
 i dedicate i dedicate 
 i dedicate i know i know i know 
 and i know i know i know 
 all i know is all i was know 
 
 but i don't can't to",0.44546412329253626,1.0,0.5082535888585517
