,genre,lyrics,PAV,SSV,MSV
0,metal,"down fell the stars as they splashed into the sea   mi nomine baphomet come dance 
 this rhapsody the the brains 
 i can feel the presence 
 i am the damaged 
 i am the thorn 
 i am the thorn 
 i am the infant 
 i am the fallen 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the inferno 
 i am the antichrist 
 i am the inferno 
 i am the thorn 
 i am the thorn 
 i am the 
 i am the inferno 
 i am the inferno 
 i am a",0.7385623112545658,0.9947166028314045,0.48028721391634926
1,metal,"yesterday is gone forever   no turning back the clock   in the end all is passed and it's one of the one 
 and the i know that you is here 
 and it feels like it all 
 you got to on my own 
 to get a little bit of love's 
 and i don't care what you know 
 i know you you blame yourself 
 
 i know how to never sleep 
 i know you you 
 i am the nemesis 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the thorn 
 i am the",0.5931559564590497,1.0,0.4836797584138046
2,metal,"crisis feeds the lunacy   all fear the new machine   consumed democracy returns a socialist 
 and then were end of the world 
 the world of the love 
 my heart is frozen 
 the ones you love 
 the world world is watching 
 the whole world is watching 
 the whole world is watching 
 the whole world is beating the the end 
 the hardest of the is watching 
 the time of the is all of us lives 
 
 the whole is just a thousand 
 at the saddest of the 
 so be cautious by the sword 
 i have to 
 
 i will you you 
",0.4574226746230009,1.0,0.4815456505934658
3,metal,"lay beside me tell me what theyve done   speak the words i wanna hear to i don't know where you 
 
 all the kids was sniff glue 
 
 i need to love 
 i need another hit of you 
 i won't you one 
 i spent to i was 
 i want you to 
 i want my soul 
 i want to 
 the master of a train 
 but when gave me how to see 
 that i got somethin' to say 
 i wanna to be the 
 i won't be your i wanna be 
 i will be your you be your 
 i will be your you",0.46070558225027497,1.0,0.5085689696238295
4,metal,"the sky was clear that night   we were alone   and so much in love 
 the way of the moment all the have to see 
 but i am a perfect guy 
 i will to could have known 
 when your man is real 
 i am the chosen one 
 the hand of reality 
 and i cannot be the slave 
 the sign of the southern 
 i want be rife driven 
 the eternal horizon 
 the kiss of judas 
 a new level 
 the brook of the 
 the man in the dark 
 the last baron 
 the last baron 
 ghost in the 
 
 
",0.2944436339005033,1.0,0.43241744815377625
5,metal,"in my name   so they cast out demons   they shall speak in new tongues 
 with a world of the universe 
 
 
 you don't know what i want 
 you keep hopin' 
 you got the 
 you don't want to get it 
 you got it 
 you want chateaubriand 
 don't you think it 
 don't you think it  
 don't you want it can take control when i don't let it  
 i just want to get it straight 
 turn it on tune it in 
 turn it on tune it in let it up 
 let it go 
 let it go let it go",0.5260450454915849,1.0,0.49991291330326215
6,metal,"compassion is broken now   my will is eroded now   desire is broken now   be a man 
 he's the a small 
 and the we you'll the 
 and i don't wanna know what 
 i can't make it right 
 i don't need to drugs 
 i don't need no gats i don't wanna to 
 no no no no no no no no no 
 oh no no no no no no no no 
 oh no no no no no no no no 
 
 it's a fleeting 
 it's a madhouse 
 lost in a pocket 
 balls in the scent 
 
 rocking 
 suicide 
 suicide 
",0.43612063081213615,1.0,0.5518615922540752
7,metal,"voices are calling from somewhere below   melting on the eastern shore   rain is falling 
 
 
 the way of the awe 
 the negative is born 
 the negative of the 
 the hand of the opera 
 the world's of babylon 
 the last baron 
 the man is gone 
 the world of the awe 
 the world is falling 
 the ones who is watching 
 the ones that love has come 
 the ones who love 
 the ones that love 
 the ones you love 
 the ones you love 
 the ones you love 
 the ones you love 
 the ones that love 
 the ones",0.5933998604888474,1.0,0.49070075274928987
8,metal,"pounding the world like a battering ram   forging the furnace for the final grand slam you i was you to was 
 nobody is not the to 
 
 this is where house of the 
 
 i was to i was 
 i know where you plague yourself 
 i know you you plague yourself 
 i know why you thinking 
 i know why you plague yourself 
 i know why you plague yourself 
 i know you you plague me 
 i know why you plague yourself 
 i know what you plague yourself 
 i know what you're plague yourself 
 i know what you plague yourself 
 i don't know",0.6816837911831476,1.0,0.517651101892927
9,metal,"it is sad to think that the first few people on earth needed no books movies 
 
 the only way harder's the sets 
 the world of the is watching and the 
 
 i don't need a million 
 i never have to feel 
 i don't need no gats i just swing 
 i don't want to hold me 
 i don't need a war 
 i don't need a reason to run 
 i don't need a new man 
 i don't need no gats i just swing to 
 i don't care 'bout how i feel 
 i don't remember 
 i don't like i don't wanna 
 i don't need",0.47078744251184473,1.0,0.49876615897786436
