,genre,lyrics,PAV,SSV,MSV
0,pop,"never look back we said   how was i to know id miss you so  
 
 i know that i'm gonna be alright 
 
 so you know you know you know you know 
 
 don't front you know you know you know 
 you know you know you know you know 
 strippin' kissin' 
 you know you know you know 
 strippin' kissin' ! 
 
 yeah yeah 
 
 i'm on the highway 
 i'm on the highway 
 i'm on the edge 
 i'm on my own 
 i'm on my louboutins 
 i'm throwing on my louboutins 
 i'm throwing on my louboutins 
 
 i'm throwing on",0.6559018874295887,1.0,0.5427488187325137
1,pop,"look at those beautiful eyes   she reminds me so much of me   starting out to the golden 
 
 i wonder that i don't know how to do 
 i don't know why it's so sad to me 
 but i just can't keep on waiting 
 
 and i don't mind 
 i don't think i mean this song 
 i don't think i can make you mine 
 and i know you think it's time 
 
 i won't stop until i'm bleeding 
 i just can't hold 
 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i",0.554467551409799,1.0,0.5208200270902856
2,pop,"chestnuts roasting on an open fire   jack frost nipping at your nose   yuletide carols 
 i don't see you wrong 
 and i don't wanna be a prisoner 
 
 i just want to be with you 
 i don't need no substitute 
 i don't need you 
 i don't need you 
 i don't need you 
 but i don't need you 
 i don't need you i don't need you 
 you don't have the time 
 i don't need you no more 
 i just wanna be with you 
 
 i just wanna be somebody else 
 i just wanna be somebody else 
 i just want to be",0.6280312387580579,1.0,0.508183759726534
3,pop,"if you love somebody   put a light in the air   from the hood to my eyes 
 oh my lord 
 
 oh oh oh oh oh 
 oh oh oh oh oh oh oh oh oh 
 oh oh oh oh oh oh oh oh oh 
 
 i was june you 
 i was the last time 
 you were the one that i needed 
 you were gonna be the one who could see 
 you are the one that lives 
 
 when i walk away 
 i see you 
 
 i see you in your eyes 
 i see your face 
 your body your body your mind",0.5461133693052476,1.0,0.5471805160086113
4,pop,"my friend hmm my love   faded oh     it was overcast that day   
 
 this is the anthem 
 this is the globe 
 this is the best love of the world 
 this is the best day of the night 
 waiting for the best of all the night 
 
 the one who takes you home 
 and i know that you were right 
 but i don't know what you mean to me 
 
 you know you got me 
 you know you got me 
 you got me too me 
 you know you got me 
 you got me 
 you got me whenever you want",0.674829578527841,1.0,0.5262755149269583
5,pop,"im friends with the monster thats under my bed   get along with the voices inside 
 you can be a star 
 it's a phenomenon 
 but you can't escape my heart 
 and i can't get enough 
 
 i see you think i can feel your heartbeat 
 i can feel your heartbeat 
 i can feel you feel so good 
 
 i can feel you 
 i can feel you 
 
 baby i can make you feel so good 
 i can make you happy 
 
 i can make you feel so good 
 i can make it through the stars 
 and i can feel it opening 
",0.4832958848169661,1.0,0.5064567053644407
6,pop,"you used to say that id never be   nothin without you and id believe   
 yeah 
 
 how much i 
 the way you are the way you are 
 
 i think i might think that i don't know 
 don't know that it's like i don't know that now 
 but i don't know what to do 
 i don't know what to do 
 but i don't know what to do 
 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 but i",0.7004150164518703,1.0,0.5186126172021387
7,pop,"las vegas nights   have been calling   but i wait to see her float down 
 why should i be so cold  
 i can't believe i was like i was the right 
 and i must've killed you and i was a kid 
 you were the best i ever had 
 you were the one who was spending us 
 
 and i don't know if i can't see you 
 and i don't know what i feel 
 i know that i'm not a fool 
 but i just can't take back 
 
 i don't wanna think i don't know 
 i don't know why 
 i don't know what",0.47285978536947776,1.0,0.5059808902468572
8,pop,"how dare you say that my behaviors unacceptable   so condescending unnecessarily critical   i have been in my life 
 and i know i shouldn't be changing but i'm trying to know 
 
 and i know i know what it takes 
 but i can't wait to see you can't be afraid of me 
 and i can't be the one 
 
 i can't believe you believe me 
 you can feel your heartbeat 
 and i can make it through the night 
 i can feel the way i can feel your heartbeat 
 i can make it alone 
 
 i don't wanna waste your time 
 i just wanna be",0.39002408614053496,1.0,0.5169719867085804
9,pop,"mr worldwide !   ha ha ha   with the mami with the sexiest body   
 
 you and me and i 
 you i and i can be the one for you 
 i can make you happy 
 i will keep you coming back 
 i'll always be there for you 
 i'll be waiting for you 
 
 you will find me 
 hold me tight 
 
 i can't help myself i can't stop 
 i just can't stop 
 i just can't stop 
 i just can't stop 
 i just can't stop 
 i just can't stop 
 i just can't stop 
 i just can't stop 
 i",0.7052699938554678,1.0,0.5326468710674878
10,pop,"uh huh   what      say you feel alone that your day was the same 
 i don't wanna lose you 
 
 i just wanna see you strip 
 you got me going again 
 you got me wondering 
 you got me going again 
 you make me sick 
 you make me sick 
 you make me you make me wanna 
 you make me wanna make love make me wanna kiss you 
 make me oooh oooh oooh oooh oooh 
 
 i know we make it 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it",0.7168756482692328,1.0,0.5099202797624505
11,pop,"come on come on   uh yeah   come on come on uh     i 
 
 i don't need to fuss 
 i don't want a lot of love 
 no one is like me 
 
 don't you know i got you 
 and i love you 
 you know you know you know you know 
 you're never gonna be the only one 
 
 i can see you need to hold me 
 i can feel it opening 
 i can feel it 
 i can feel it opening 
 when i close my eyes 
 when i see you baby i see you 
 and i see you 
 
",0.4931453691906457,1.0,0.5056662906794134
12,pop,"you wanna please me then get down for ya crown   you know they call me 
 but you don't know that that you will know 
 
 i don't know what i came to do 
 i don't know what to do 
 i don't know what to do 
 but i just can't shake it 
 
 how do i do  
 
 
 oh i don't wanna know 
 i don't wanna be with you 
 just wanna be with you 
 
 i don't wanna be your girlfriend 
 i just wanna be your girl 
 i just wanna be your girl 
 i just wanna be your girl 
 
",0.7296184229418792,1.0,0.5156011761100457
13,pop,"your beautiful eyes   stare right into mine   and sometimes i think of you late 
 and the time and the moment that i know 
 
 i'll be back and i'll be there 
 i'll be waiting for you 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll be loving you long time eternally 
 i'll",0.7965794771181017,1.0,0.5380401008161666
14,pop,"you know sometimes being on the road is rough   especially loneliness     girl i know you was so sick 
 you i know you were my protection 
 you make my heart go down 
 you make my heart sing 
 make it rain make it rain 
 make it rain down low 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
 make it rain 
",0.8624255851856748,1.0,0.5248073247019891
15,pop,"arent you somethin to admire    cause your shine is somethin like a mirror   
 i know you know you know me 
 you know you got me 
 you know you got me 
 you know you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me whenever you need me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you got me 
 you",0.9056662987065465,0.9986428452155165,0.5230810158671415
16,pop,"just remember everything i told you   sorry for the pain that i have caused you 
 and i know that you are the one that i want 
 
 oh oh oh oh oh oh 
 oh oh oh oh oh oh oh 
 
 i don't wanna be a damn thing 
 'cause i don't want to be the crutch 
 if you want to let me be 
 i want you to know 
 i want to be 
 i want you to know i want you 
 
 i want you to know i want you to know 
 i want you to know that i'm doing 
 and i want you",0.6156185288499874,1.0,0.5446798455918254
17,pop,"have you ever fed a lover with just your hands    closed your eyes and i know you got a lot of hero 
 i still feel a little love 
 a little bit of love's gonna turn it on 
 a little bit of love 
 'cause it's such a beautiful day 
 a beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful beautiful 
 beautiful beautiful 
 
 yeah 
 
 i just want to be with you 
 i need you to love me 
 
 i can't believe my heart",0.7260260452420078,1.0,0.5344533612794061
18,pop,"momma im sorry   you know i never meant to hurt you no   but im 
 
 if you could be the one 
 if you were the one who knew only only only only only only only only the only only only the only only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only only the only",0.530994930267334,1.0,0.7191702561579512
19,pop,"are you ready    you call me on the phone   i act like nothings 
 i'm lookin for this oh yeah 
 i said i was so ungrateful for you 
 i was born to take you 
 but you were my protection 
 i was the best thing 
 you were my voice i gave you my heart 
 and i was the only one i need 
 
 i don't think we should wait 
 but i just can't stand how to make it through 
 the more i never had to stop 
 but i just can't see 
 i don't know what i did 
 just one day i don't",0.3558730252866276,1.0,0.4665650071832709
20,pop,"we touch i feel a rush we clutch it isnt much   but its enough to see 
 
 i don't wanna be a prisoner 
 
 don't be afraid to be with me 
 and i know that i've been dreaming 
 i want you to know 
 and you say that you love me 
 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me feel 
 you make me wanna kiss you 
 you",0.7998821603997917,1.0,0.5223047165317375
21,pop,"ayo before i start this song man   i just wanna thank everybody for being so 
 you ain't got a piece of me 
 but you made me that i don't know what you want 
 i can't give up my heart 
 i don't want to hide i'm not in love 
 i don't wanna be lonely 
 i don't wanna be alone 
 i don't wanna be alone tonight 
 
 i don't wanna be a prisoner 
 i don't wanna be a prisoner 
 i don't wanna be with you 
 i don't wanna be alone forever 
 i don't wanna be alone 
 i don't wanna be the prisoner i wanna",0.6064152377834555,1.0,0.4923289087850874
